id,name,code,parent_id/id,cpms,yqyt,pmjl,gllb
medical_device_category_01-07-01,手术导航系统,01-07-01,__import__.medical_device_category_01-07,通常由主机、跟踪定位装置、功能软件、定位框架、适配器、标记物和附件组成。分为光学和电磁导航。部分导航系统带有机械臂。,用于配合已生成的手术计划方案或制定手术计划方案，辅助外科手术导航。带有机械臂的导航系统可用于外科手术中的微创手术，为更精准和精细的手术技能与手术操作提供支持。,手术导航系统、外科手术导航系统、导航定位系统、红外导航系统,Ⅲ
medical_device_category_01-07-02,手术定位系统,01-07-02,__import__.medical_device_category_01-07,通常由框架、弓形架和电子计算机断层扫描（CT）、磁共振成像（MRI）坐标显示板组成。,用于对病灶进行诊断和治疗时定位导向。,脑立体定向仪、无框架脑立体定向仪,Ⅲ
medical_device_category_01-07-03,手术控制系统,01-07-03,__import__.medical_device_category_01-07,通常由医生控制台、患者手术平台、立体内窥镜系统、影像处理平台专用器械构成。,用于腔内手术中帮助精确控制手术操作的设备。,内窥镜手术器械控制系统、整体手术室控制系统,Ⅲ
medical_device_category_01-08-01,手术无影灯,01-08-01,__import__.medical_device_category_01-08,通常由灯体和灯架组成。有无影效果，能提供够的中心照度来照明患者身体局部。,用于手术室的照明，最大程度地减少由手术者的局部遮挡而造成的工作区域阴影。,手术无影灯、移动式手术无影灯、应急手术无影灯,Ⅱ
medical_device_category_01-08-02,手术辅助照明灯,01-08-02,__import__.medical_device_category_01-08,通常由光源、灯架等组成。分为吊顶式、墙面式或移动式。不具有无影效果。,用于手术室和治疗室，对患者的手术或检查区域进行局部照明。不用于眼科检查。,移动式LED手术照明灯、LED手术照明灯、手术照明灯、手术反光灯、手术辅助照明灯、手术辅助移动式手术照明灯、手术头灯,Ⅰ
medical_device_category_01-09-01,1 内窥镜手术用有源设备,01-09-01,__import__.medical_device_category_01-09,在内窥镜手术中，以治疗为目的，需要电源实现手术功能的医疗设备。其应用部分通常由通过和内窥镜相同的或不同的通道进入人体（超声、高频、妇产科用除外）。,用于在内窥镜手术中，实现破碎结石等手术功能。,腔内气压弹道碎石机,Ⅲ
medical_device_category_01-09-01,2 内窥镜手术用有源设备,01-09-01,__import__.medical_device_category_01-09,在内窥镜手术中，以治疗为目的，需要电源实现手术功能的医疗设备。其应用部分通常由通过和内窥镜相同的或不同的通道进入人体（超声、高频、妇产科用除外）。,用于在内窥镜手术中，实现绞碎或切除组织等手术功能。,刨削系统、鼻窦电动手术刀、手术吸引切割器、关节镜刨削手机、鼻窦手术动力装置,Ⅱ
medical_device_category_01-09-01,3 内窥镜手术用有源设备,01-09-01,__import__.medical_device_category_01-09,在内窥镜手术中，以治疗为目的，需要电源实现手术功能的医疗设备。其应用部分通常由通过和内窥镜相同的或不同的通道进入人体（超声、高频、妇产科用除外）。,用于在内窥镜手术中，实现鼻腔部位切除组织等手术功能。,鼻腔手术切割器,Ⅱ
medical_device_category_01-10-01,水刀,01-10-01,__import__.medical_device_category_01-10,通常由主机、控制装置和手柄组件组成。产品使用高压水束进行外科手术。,用于手术部位的清理和/或对人体组织进行选择性分离。,水刀、清创水刀系统,Ⅲ
medical_device_category_01-10-02,分离控制盒,01-10-02,__import__.medical_device_category_01-10,通常由机体、电池组、指示灯、解脱按钮和电缆组成。电缆与弹簧圈相连。,用于介入手术中提供电量，解脱弹簧圈。,弹簧圈分离控制盒、分离控制盒,Ⅱ
medical_device_category_01-10-03,1 电动吻合器,01-10-03,__import__.medical_device_category_01-10,通常由电动手柄、吻合器、钉仓和电池包组成。吻合钉一般由钛合金、纯钛等材料制成。,用于体内血管的离断、切除和/或建立吻合。适用于多种开放或微创的手术。,电动吻合器、电动式切割吻合器,Ⅲ
medical_device_category_01-10-03,2 电动吻合器,01-10-03,__import__.medical_device_category_01-10,通常由电动手柄、吻合器、钉仓和电池包组成。吻合钉一般由钛合金、纯钛等材料制成。,用于体内器官、组织的离断、切除和/或建立吻合。适用于多种开放或微创的手术。,电动吻合器、电动式切割吻合器,Ⅱ
medical_device_category_01-10-04,手术动力系统,01-10-04,__import__.medical_device_category_01-10,通常由主机、控制装置、电动马达、手柄和各类切割器组成。,用于手术时切割/切开、削磨、钻孔等外科手术。,手术动力系统、综合手术动力系统,Ⅱ
medical_device_category_01-10-05,取、植皮设备,01-10-05,__import__.medical_device_category_01-10,通常由主机和手持件组成。,用于皮肤的取皮、植皮或擦皮。,电动植皮刀、植皮机、取皮机,Ⅱ
medical_device_category_01-10-06,1 乳腺旋切活检系统及附件,01-10-06,__import__.medical_device_category_01-10,通常由主机、真空系统、驱动手柄和脚踏开关组成。用于对患者影像学异常的乳腺组织，通过微创方式完全或部分切除，进行活检取样时使用。,用于乳房病变组织旋切和取样，供临床使用。,乳房活检与旋切系统、双向真空辅助乳房活检与旋切系统,Ⅲ
medical_device_category_01-10-06,2 乳腺旋切活检系统及附件,01-10-06,__import__.medical_device_category_01-10,通常由穿刺针主体、切割刀、组织标本收集盒、真空导管、冲洗导管和适配盒组成。,用于对患者影像学检查异常的乳腺组织进行活检取样。配合乳腺活检旋切系统使用。,乳房旋切穿刺针及配件,Ⅲ
medical_device_category_02-01-01,1 手术刀,02-01-01,__import__.medical_device_category_02-01,通常由刀片和刀柄组成。刀片通常有刃口和与手术刀柄对接的安装槽。刀片一般采用纯钛、钛合金、不锈钢或碳钢材料制成。无菌提供。,用于切割组织或在手术中切割器械。,一次性使用无菌塑柄手术刀、一次性使用无菌手术刀、一次性使用无菌导管切开刀、一次性使用无菌手术刀片、一次性使用无菌取皮刀,Ⅱ
medical_device_category_02-01-01,2 手术刀,02-01-01,__import__.medical_device_category_02-01,通常由刀片和刀柄组成。刀片通常有刃口和与手术刀柄对接的安装槽。刀片一般采用纯钛、钛合金、不锈钢、碳钢或陶瓷等材料制成。非无菌提供。使用前由使用机构根据说明书进行灭菌或消毒（如适用）。不在内窥镜下使用。,用于切割组织或在手术中切割器械。,手术刀、组织环切刀、皮片刀、疣体剥离刀、急救切割器、耳用刀、耳鼓膜刀、耳道皮瓣刀、鼻手术刀、鼻粘膜刀、鼻中隔旋转刀、鼻窦切割刀、鼻增殖体切除器、扁桃体刀、扁桃体切除器、扁桃体挤切刀、耳鼻喉用刀、皮屑刮刀、显微刀、显微喉刀、手术刀片、皮瓣刀片、医用取皮刀、辊轴植皮刀、盒式切除刀、乳腺病灶切割器,Ⅰ
medical_device_category_02-01-02,血管刀,02-01-02,__import__.medical_device_category_02-01,通常由刀片和刀柄组成。刀片一般采用纯钛、钛合金、不锈钢或碳钢材料制成。,用于切割血管。,血管刀,Ⅱ
medical_device_category_02-01-03,1 备皮刀,02-01-03,__import__.medical_device_category_02-01,通常由刀片、刀架和保护盖组成。无菌提供。一次性使用。,用于术前准备，去除毛发。,一次性使用无菌备皮刀,Ⅱ
medical_device_category_02-01-03,2 备皮刀,02-01-03,__import__.medical_device_category_02-01,通常由刀片、刀架和保护盖组成。非无菌提供。使用前由使用机构根据说明书进行灭菌或消毒（如适用）。,用于术前准备，去除毛发。,备皮刀、一次性使用备皮刀、剃毛刀、一次性使用剃毛刀,Ⅰ
medical_device_category_02-01-03,3 备皮刀,02-01-03,__import__.medical_device_category_02-01,通常由刀片和手柄组成。一般采用不锈钢材料制成。非无菌提供。使用前由使用机构根据说明书进行灭菌或消毒（如适用）。,用于削除痂皮以保留部分真皮。,辊轴取皮刀,Ⅰ
medical_device_category_02-01-04,1 环切器,02-01-04,__import__.medical_device_category_02-01,通常由带切口的外环、内环组成。无菌提供。一次性使用。,用于环切阴茎包皮。,一次性使用无菌包皮环切器、一次性使用无菌包皮环切套扎器、一次性使用无菌包皮除去环、一次性使用无菌包皮环扎切除环,Ⅱ
medical_device_category_02-01-04,2 环切器,02-01-04,__import__.medical_device_category_02-01,通常由带切口的外环、内环组成。非无菌提供。使用前由使用机构根据说明书进行灭菌或消毒（如适用）。,用于环切阴茎包皮。,包皮切除环,Ⅰ
medical_device_category_02-01-05,内窥镜用刀,02-01-05,__import__.medical_device_category_02-01,通常由头部、杆部和手柄组成，头部为一刃口片，通过手柄操作传递、控制头部工作。一般头部采用不锈钢材料制成。,手术中在内窥镜下操作，用于切割组织。,内窥镜用刀,Ⅱ
medical_device_category_02-02-01,手术凿,02-02-01,__import__.medical_device_category_02-02,通常由头部和柄部组成，头端带刃口。一般采用不锈钢材料制成。非无菌提供。使用前由使用机构根据说明书进行灭菌或消毒（如适用）。不在内窥镜下使用。,用于凿切或修整骨。,鼻骨凿、乳突骨凿、耳用骨凿、鼻中隔凿、整形用鼻骨凿、指骨凿,Ⅰ
medical_device_category_02-02-02,手术锤,02-02-02,__import__.medical_device_category_02-02,通常由头部和柄部组成，头部分软、硬锤头。一般硬锤采用不锈钢材料制成、软锤采用聚四氟乙烯制成。非无菌提供。使用前由使用机构根据说明书进行灭菌或消毒（如适用）。不在内窥镜下使用。,用于敲击手术凿等。,鼻骨锤、乳突器械敲击锤,Ⅰ
medical_device_category_02-03-01,组织剪,02-03-01,__import__.medical_device_category_02-03,通常由中间连接的两片组成，头部有刃口。一般采用不锈钢材料制成。非无菌提供。使用前由使用机构根据说明书进行灭菌或消毒（如适用）。不在内窥镜下使用。,用于剪切组织。,手术剪、组织剪、血管剪、食道剪、胆道剪、胃剪、前列腺剪、膀胱切除剪、肠剪、耳剪、中耳剪、耳息肉剪、镫骨足弓剪、槌骨剪、鼻剪、鼻组织剪、鼻粘膜剪、鼻中隔骨剪、喉剪、甲状腺剪、扁桃体剪、耳鼻喉用剪、显微剪、显微组织剪、显微手术剪、显微喉剪、显微耳剪、腹部用直视直剪、腹部用直视弯剪、双向剪、腹部用双动直剪、腹部用双动弯剪、腹部用直剪、腹部用钩剪、耳用槌骨咬骨剪、显微枪形手术剪,Ⅰ
